hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,date_id,booking_id
City Hotel,0,9,2024,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,0,Transient,79,1,1,Check-Out,18-11-2024,DT323,71238
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71239
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71240
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71241
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71242
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71243
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71244
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71245
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71246
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71247
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71248
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71249
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71250
City Hotel,1,46,2024,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65,0,0,Canceled,18-11-2024,DT323,71251
Resort Hotel,0,119,2024,November,47,15,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,48.8,0,3,Check-Out,18-11-2024,DT323,71252
City Hotel,1,173,2024,May,19,8,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.6,0,0,Canceled,18-11-2024,DT323,71253
Resort Hotel,0,2,2024,November,47,17,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30,0,0,Check-Out,18-11-2024,DT323,71254
Resort Hotel,0,0,2024,November,47,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,61.2,0,0,Check-Out,18-11-2024,DT323,71255
Resort Hotel,0,52,2024,November,47,14,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,67.8,0,3,Check-Out,18-11-2024,DT323,71256
Resort Hotel,0,6,2024,November,47,17,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,1,No Deposit,0,Transient,44,1,0,Check-Out,18-11-2024,DT323,71257
City Hotel,1,134,2024,January,2,14,1,1,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.8,0,1,Canceled,18-11-2024,DT323,71258
City Hotel,0,3,2024,November,47,16,1,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,0,0,Check-Out,18-11-2024,DT323,71259
Resort Hotel,0,2,2024,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,0,Transient,30,0,0,Check-Out,18-11-2024,DT323,71260
City Hotel,0,6,2024,November,47,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,85,0,0,Check-Out,18-11-2024,DT323,71261
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,62,0,0,Check-Out,18-11-2024,DT323,71262
Resort Hotel,0,19,2024,November,47,16,1,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,1,No Deposit,0,Transient,30,0,1,Check-Out,18-11-2024,DT323,71263
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0,Transient-Party,62,0,0,Check-Out,18-11-2024,DT323,71264
City Hotel,0,7,2024,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,0,Transient-Party,67,1,1,Check-Out,18-11-2024,DT323,71265
City Hotel,0,11,2024,November,47,17,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,85,0,1,Check-Out,18-11-2024,DT323,71266
Resort Hotel,1,297,2024,September,36,3,1,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,0,0,Canceled,18-11-2024,DT323,71267
Resort Hotel,0,5,2024,November,46,14,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,67.99,1,1,Check-Out,18-11-2024,DT323,71268
City Hotel,0,4,2024,November,47,17,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Contract,91,0,2,Check-Out,18-11-2024,DT323,71269
City Hotel,0,10,2024,November,46,14,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,43.5,0,0,Check-Out,18-11-2024,DT323,71270
City Hotel,0,20,2024,November,46,11,2,5,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,68.85,0,1,Check-Out,18-11-2024,DT323,71271
City Hotel,0,0,2024,November,47,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,60,0,0,Check-Out,18-11-2024,DT323,71272
City Hotel,1,184,2024,April,18,30,2,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,151.2,0,2,Canceled,18-11-2024,DT323,71273
City Hotel,1,179,2024,April,17,27,1,3,2,0,0,BB,HKG,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130.5,0,3,Canceled,18-11-2024,DT323,71274
Resort Hotel,0,38,2024,November,47,14,1,3,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,1,A,E,1,No Deposit,0,Transient,60.7,0,0,Check-Out,18-11-2024,DT323,71275
City Hotel,0,13,2024,November,47,15,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,85,0,1,Check-Out,18-11-2024,DT323,71276
City Hotel,0,53,2024,November,46,14,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,60,0,0,Check-Out,18-11-2024,DT323,71277
City Hotel,0,3,2024,November,47,16,1,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,0,0,Check-Out,18-11-2024,DT323,71278
City Hotel,0,0,2024,November,47,17,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,89,0,0,Check-Out,18-11-2024,DT323,71279
City Hotel,0,39,2024,November,47,15,0,3,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,2,Check-Out,18-11-2024,DT323,71280
Resort Hotel,0,6,2024,November,47,14,1,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,0,Group,35,0,0,Check-Out,18-11-2024,DT323,71281
Resort Hotel,0,6,2024,November,47,15,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,42,1,0,Check-Out,18-11-2024,DT323,71282
Resort Hotel,0,18,2024,November,47,13,2,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,35,0,0,Check-Out,18-11-2024,DT323,71283
Resort Hotel,0,11,2024,November,47,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,43,0,0,Check-Out,18-11-2024,DT323,71284
Resort Hotel,0,14,2024,November,47,17,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30,0,0,Check-Out,18-11-2024,DT323,71285
Resort Hotel,0,14,2024,November,47,17,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30,0,0,Check-Out,18-11-2024,DT323,71286
Resort Hotel,0,0,2024,November,47,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,60,0,0,Check-Out,18-11-2024,DT323,71287
Resort Hotel,0,35,2024,November,47,14,1,3,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,73.8,0,1,Check-Out,18-11-2024,DT323,71288
Resort Hotel,0,4,2024,November,47,13,2,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,27,0,0,Check-Out,18-11-2024,DT323,71289
Resort Hotel,0,8,2024,November,47,14,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48,0,0,Check-Out,18-11-2024,DT323,71290
Resort Hotel,0,28,2024,November,46,9,2,7,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,40.7,0,0,Check-Out,18-11-2024,DT323,71291
Resort Hotel,0,21,2024,November,47,14,1,3,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,66,0,0,Check-Out,18-11-2024,DT323,71292
Resort Hotel,0,0,2024,November,47,17,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,53.4,0,0,Check-Out,18-11-2024,DT323,71293
City Hotel,0,43,2024,November,47,14,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,74.61,0,2,Check-Out,18-11-2024,DT323,71294
City Hotel,0,7,2024,November,47,15,0,3,2,0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,105,0,1,Check-Out,18-11-2024,DT323,71295
City Hotel,0,19,2024,November,47,14,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,64.67,0,1,Check-Out,18-11-2024,DT323,71296
City Hotel,0,53,2024,November,46,11,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,97.87,0,4,Check-Out,18-11-2024,DT323,71297
City Hotel,0,1,2024,November,46,11,2,5,1,0,0,BB,CPV,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,65,0,0,Check-Out,18-11-2024,DT323,71298
City Hotel,0,50,2024,November,47,17,0,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,1,Check-Out,18-11-2024,DT323,71299
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,62,0,0,Check-Out,18-11-2024,DT323,71300
City Hotel,0,7,2024,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,0,Transient-Party,67,1,1,Check-Out,18-11-2024,DT323,71301
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,71,0,0,Check-Out,18-11-2024,DT323,71302
City Hotel,0,71,2024,November,46,12,2,4,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,77,0,2,Check-Out,18-11-2024,DT323,71303
City Hotel,0,0,2024,November,47,17,0,1,1,0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,79,0,0,Check-Out,18-11-2024,DT323,71304
City Hotel,0,5,2024,November,47,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,0,Transient,65,0,1,Check-Out,18-11-2024,DT323,71305
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,62,0,1,Check-Out,18-11-2024,DT323,71306
City Hotel,0,10,2024,November,47,14,1,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.5,0,1,Check-Out,18-11-2024,DT323,71307
City Hotel,0,52,2024,November,47,14,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,82.08,0,0,Check-Out,18-11-2024,DT323,71308
City Hotel,0,1,2024,November,47,16,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130,0,1,Check-Out,18-11-2024,DT323,71309
City Hotel,0,11,2024,November,47,14,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114,1,1,Check-Out,18-11-2024,DT323,71310
City Hotel,0,13,2024,November,47,16,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.15,0,1,Check-Out,18-11-2024,DT323,71311
City Hotel,0,17,2024,November,47,17,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88,0,1,Check-Out,18-11-2024,DT323,71312
City Hotel,0,13,2024,November,47,16,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.15,0,1,Check-Out,18-11-2024,DT323,71313
City Hotel,0,30,2024,November,47,16,0,2,1,0,0,SC,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,0,Transient,82,0,0,Check-Out,18-11-2024,DT323,71314
City Hotel,0,76,2024,November,47,14,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.7,0,1,Check-Out,18-11-2024,DT323,71315
Resort Hotel,0,5,2024,November,47,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,58,0,1,Check-Out,18-11-2024,DT323,71316
City Hotel,0,0,2024,November,47,16,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,105,0,1,Check-Out,18-11-2024,DT323,71317
City Hotel,0,199,2024,November,47,16,0,2,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,140,0,0,Check-Out,18-11-2024,DT323,71318
City Hotel,0,55,2024,November,47,14,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,2,Check-Out,18-11-2024,DT323,71319
City Hotel,0,5,2024,November,47,13,2,3,1,0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,84,0,0,Check-Out,18-11-2024,DT323,71320
City Hotel,0,0,2024,November,47,14,1,3,1,0,0,BB,AGO,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,Transient,95,0,2,Check-Out,18-11-2024,DT323,71321
City Hotel,0,52,2024,November,47,14,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75,0,1,Check-Out,18-11-2024,DT323,71322
City Hotel,0,29,2024,November,47,14,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,96.9,0,0,Check-Out,18-11-2024,DT323,71323
City Hotel,0,49,2024,November,47,13,2,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,2,Check-Out,18-11-2024,DT323,71324
City Hotel,0,51,2024,November,47,15,0,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,79.2,0,1,Check-Out,18-11-2024,DT323,71325
City Hotel,0,19,2024,November,47,13,2,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80,0,0,Check-Out,18-11-2024,DT323,71326
Resort Hotel,0,1,2024,November,47,17,0,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,46.4,0,0,Check-Out,18-11-2024,DT323,71327
City Hotel,0,2,2024,November,47,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.35,0,1,Check-Out,18-11-2024,DT323,71328
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,62,0,0,Check-Out,18-11-2024,DT323,71329
Resort Hotel,0,78,2024,November,47,15,2,1,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,24.94,0,0,Check-Out,18-11-2024,DT323,71330
City Hotel,0,53,2024,November,47,14,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68,0,0,Check-Out,18-11-2024,DT323,71331
Resort Hotel,1,269,2024,August,33,14,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,147,0,0,Canceled,18-11-2024,DT323,71332
City Hotel,0,7,2024,November,47,13,2,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,121,0,2,Check-Out,18-11-2024,DT323,71333
Resort Hotel,0,1,2024,November,47,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,36,0,1,Check-Out,18-11-2024,DT323,71334
City Hotel,0,9,2024,November,47,14,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120,0,1,Check-Out,18-11-2024,DT323,71335
City Hotel,0,26,2024,November,46,12,2,4,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,99.17,0,2,Check-Out,18-11-2024,DT323,71336
City Hotel,0,6,2024,November,47,14,1,3,1,0,0,BB,DZA,Corporate,Corporate,0,0,0,D,D,0,No Deposit,0,Transient,100.63,0,0,Check-Out,18-11-2024,DT323,71337
City Hotel,0,112,2024,November,47,13,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100.05,0,1,Check-Out,18-11-2024,DT323,71338
City Hotel,0,53,2024,November,47,14,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68,0,0,Check-Out,18-11-2024,DT323,71339
Resort Hotel,0,12,2024,November,47,16,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,74,1,1,Check-Out,18-11-2024,DT323,71340
Resort Hotel,0,1,2024,November,47,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48,0,1,Check-Out,18-11-2024,DT323,71341
City Hotel,0,95,2024,November,47,14,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,86.25,0,2,Check-Out,18-11-2024,DT323,71342
Resort Hotel,0,10,2024,November,47,16,1,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,28.1,0,0,Check-Out,18-11-2024,DT323,71343
Resort Hotel,0,50,2024,November,45,3,4,11,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,21.37,0,1,Check-Out,18-11-2024,DT323,71344
Resort Hotel,0,2,2024,November,47,15,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient,43,0,0,Check-Out,18-11-2024,DT323,71345
City Hotel,0,68,2024,November,47,14,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.9,0,2,Check-Out,18-11-2024,DT323,71346
City Hotel,0,9,2024,November,47,16,0,2,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,95,0,0,Check-Out,18-11-2024,DT323,71347
City Hotel,0,14,2024,November,47,14,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.27,0,2,Check-Out,18-11-2024,DT323,71348
City Hotel,0,98,2024,November,47,14,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,69.3,0,1,Check-Out,18-11-2024,DT323,71349
City Hotel,0,32,2024,November,46,12,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.08,0,0,Check-Out,18-11-2024,DT323,71350
City Hotel,0,8,2024,November,47,15,0,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,83.13,0,0,Check-Out,18-11-2024,DT323,71351
City Hotel,0,40,2024,November,47,14,1,3,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,A,3,No Deposit,0,Transient,124.2,1,0,Check-Out,18-11-2024,DT323,71352
City Hotel,0,17,2024,November,47,17,0,1,2,0,0,BB,BGR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,86.88,1,0,Check-Out,18-11-2024,DT323,71353
City Hotel,0,6,2024,November,47,14,1,3,1,0,0,BB,DZA,Corporate,Corporate,0,0,0,D,D,0,No Deposit,0,Transient,100.63,0,0,Check-Out,18-11-2024,DT323,71354
City Hotel,0,85,2024,November,47,14,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.7,0,2,Check-Out,18-11-2024,DT323,71355
City Hotel,0,60,2024,November,47,15,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75,0,0,Check-Out,18-11-2024,DT323,71356
City Hotel,0,49,2024,November,47,15,0,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75,0,1,Check-Out,18-11-2024,DT323,71357
City Hotel,0,19,2024,November,47,14,1,3,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.45,0,1,Check-Out,18-11-2024,DT323,71358
City Hotel,0,85,2024,November,47,14,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.7,0,2,Check-Out,18-11-2024,DT323,71359
City Hotel,0,35,2024,November,47,15,0,3,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96,0,2,Check-Out,18-11-2024,DT323,71360
City Hotel,0,56,2024,November,47,16,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75,0,0,Check-Out,18-11-2024,DT323,71361
City Hotel,0,9,2024,November,47,13,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.29,0,1,Check-Out,18-11-2024,DT323,71362
City Hotel,0,125,2024,November,47,16,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,79.2,0,1,Check-Out,18-11-2024,DT323,71363
Resort Hotel,0,1,2024,November,47,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,36,0,1,Check-Out,18-11-2024,DT323,71364
City Hotel,0,26,2024,November,47,16,0,2,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,3,No Deposit,0,Transient-Party,77,0,0,Check-Out,18-11-2024,DT323,71365
City Hotel,0,20,2024,November,46,11,2,5,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,68.85,0,1,Check-Out,18-11-2024,DT323,71366
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,62,0,1,Check-Out,18-11-2024,DT323,71367
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,62,0,0,Check-Out,18-11-2024,DT323,71368
City Hotel,0,50,2024,November,47,15,0,3,2,0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75,0,0,Check-Out,18-11-2024,DT323,71369
Resort Hotel,0,0,2024,November,47,17,0,1,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,38,0,0,Check-Out,18-11-2024,DT323,71370
City Hotel,0,7,2024,November,47,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.8,0,0,Check-Out,18-11-2024,DT323,71371
Resort Hotel,0,0,2024,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient,35,1,0,Check-Out,18-11-2024,DT323,71372
Resort Hotel,0,6,2024,November,47,16,1,1,2,0,0,BB,GBR,Complementary,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,0,0,1,Check-Out,18-11-2024,DT323,71373
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,62,0,0,Check-Out,18-11-2024,DT323,71374
City Hotel,0,22,2024,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,62,0,1,Check-Out,18-11-2024,DT323,71375
City Hotel,0,4,2024,November,47,17,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Contract,100,1,2,Check-Out,18-11-2024,DT323,71376
